Income Group,Year,Good,Good Name,Price,Income Amount,Quantity,Price_1,Price_2,Price_3,Price_4,Price_5,Price_6,Price_7,Price_7.1,Price_7_other,Price_8,Price_9,Price_10,Price_11,Price_12
9,2008,8,7.1,95.9,563.7,0,83.5,69.5,104.4,80.1,86,82.8,83.7,95.9,83.7,82.5,95.4,55.1,82.3,90
10,2008,8,7.1,95.9,824.3,0,83.5,69.5,104.4,80.1,86,82.8,83.7,95.9,83.7,82.5,95.4,55.1,82.3,90
1,2009,8,7.1,97.2,143.9,0,88.1,72.5,96.3,83.5,88.7,85.1,84.4,97.2,84.4,83.3,96.6,59.3,84.2,92
2,2009,8,7.1,97.2,187.7,0,88.1,72.5,96.3,83.5,88.7,85.1,84.4,97.2,84.4,83.3,96.6,59.3,84.2,92
3,2009,8,7.1,97.2,243.9,0,88.1,72.5,96.3,83.5,88.7,85.1,84.4,97.2,84.4,83.3,96.6,59.3,84.2,92
4,2009,8,7.1,97.2,284.4,0,88.1,72.5,96.3,83.5,88.7,85.1,84.4,97.2,84.4,83.3,96.6,59.3,84.2,92
5,2009,8,7.1,97.2,327.5,0,88.1,72.5,96.3,83.5,88.7,85.1,84.4,97.2,84.4,83.3,96.6,59.3,84.2,92
6,2009,8,7.1,97.2,361.4,0,88.1,72.5,96.3,83.5,88.7,85.1,84.4,97.2,84.4,83.3,96.6,59.3,84.2,92
7,2009,8,7.1,97.2,414.3,0,88.1,72.5,96.3,83.5,88.7,85.1,84.4,97.2,84.4,83.3,96.6,59.3,84.2,92
8,2009,8,7.1,97.2,473.1,0,88.1,72.5,96.3,83.5,88.7,85.1,84.4,97.2,84.4,83.3,96.6,59.3,84.2,92
9,2009,8,7.1,97.2,539.3,0,88.1,72.5,96.3,83.5,88.7,85.1,84.4,97.2,84.4,83.3,96.6,59.3,84.2,92
10,2009,8,7.1,97.2,785.2,0,88.1,72.5,96.3,83.5,88.7,85.1,84.4,97.2,84.4,83.3,96.6,59.3,84.2,92
1,2010,8,7.1,101.4,161.3,3.477596761,91.1,76.5,95.3,83.8,91.4,87.6,91.5,101.4,91.5,87.4,98.4,62.4,86.6,94.1
2,2010,8,7.1,101.4,189.4,2.836986832,91.1,76.5,95.3,83.8,91.4,87.6,91.5,101.4,91.5,87.4,98.4,62.4,86.6,94.1
3,2010,8,7.1,101.4,234.4,5.673973663,91.1,76.5,95.3,83.8,91.4,87.6,91.5,101.4,91.5,87.4,98.4,62.4,86.6,94.1
4,2010,8,7.1,101.4,293.5,11.89704155,91.1,76.5,95.3,83.8,91.4,87.6,91.5,101.4,91.5,87.4,98.4,62.4,86.6,94.1
5,2010,8,7.1,101.4,337.7,11.25643162,91.1,76.5,95.3,83.8,91.4,87.6,91.5,101.4,91.5,87.4,98.4,62.4,86.6,94.1
6,2010,8,7.1,101.4,380.9,16.38131106,91.1,76.5,95.3,83.8,91.4,87.6,91.5,101.4,91.5,87.4,98.4,62.4,86.6,94.1
7,2010,8,7.1,101.4,438.4,24.61772444,91.1,76.5,95.3,83.8,91.4,87.6,91.5,101.4,91.5,87.4,98.4,62.4,86.6,94.1
8,2010,8,7.1,101.4,483.6,23.70256739,91.1,76.5,95.3,83.8,91.4,87.6,91.5,101.4,91.5,87.4,98.4,62.4,86.6,94.1
9,2010,8,7.1,101.4,582.8,31.57291796,91.1,76.5,95.3,83.8,91.4,87.6,91.5,101.4,91.5,87.4,98.4,62.4,86.6,94.1
10,2010,8,7.1,101.4,831.5,47.13058768,91.1,76.5,95.3,83.8,91.4,87.6,91.5,101.4,91.5,87.4,98.4,62.4,86.6,94.1
1,2011,8,7.1,102.2,152.5,2.578365467,96,83.2,97.5,88.4,95.7,90.5,98.6,102.2,98.6,90.9,98.5,65.7,90.5,96.5
2,2011,8,7.1,102.2,189,3.289638699,96,83.2,97.5,88.4,95.7,90.5,98.6,102.2,98.6,90.9,98.5,65.7,90.5,96.5
3,2011,8,7.1,102.2,247,8.535278788,96,83.2,97.5,88.4,95.7,90.5,98.6,102.2,98.6,90.9,98.5,65.7,90.5,96.5
4,2011,8,7.1,102.2,299.2,9.691097789,96,83.2,97.5,88.4,95.7,90.5,98.6,102.2,98.6,90.9,98.5,65.7,90.5,96.5
5,2011,8,7.1,102.2,343.8,10.66909849,96,83.2,97.5,88.4,95.7,90.5,98.6,102.2,98.6,90.9,98.5,65.7,90.5,96.5
6,2011,8,7.1,102.2,389,13.1585548,96,83.2,97.5,88.4,95.7,90.5,98.6,102.2,98.6,90.9,98.5,65.7,90.5,96.5
7,2011,8,7.1,102.2,434,20.71583289,96,83.2,97.5,88.4,95.7,90.5,98.6,102.2,98.6,90.9,98.5,65.7,90.5,96.5
8,2011,8,7.1,102.2,492.2,25.42801806,96,83.2,97.5,88.4,95.7,90.5,98.6,102.2,98.6,90.9,98.5,65.7,90.5,96.5
9,2011,8,7.1,102.2,586.5,29.42892999,96,83.2,97.5,88.4,95.7,90.5,98.6,102.2,98.6,90.9,98.5,65.7,90.5,96.5
10,2011,8,7.1,102.2,789.2,46.14385095,96,83.2,97.5,88.4,95.7,90.5,98.6,102.2,98.6,90.9,98.5,65.7,90.5,96.5
1,2012,8,7.1,101.5,161.6,2.117310424,99.1,88.2,98.3,92.8,98.5,93.2,100.9,101.5,100.9,94.5,98.7,71.4,93.3,98.7
2,2012,8,7.1,101.5,187.1,1.852646622,99.1,88.2,98.3,92.8,98.5,93.2,100.9,101.5,100.9,94.5,98.7,71.4,93.3,98.7
3,2012,8,7.1,101.5,241.6,5.734382399,99.1,88.2,98.3,92.8,98.5,93.2,100.9,101.5,100.9,94.5,98.7,71.4,93.3,98.7
4,2012,8,7.1,101.5,299.2,9.439675642,99.1,88.2,98.3,92.8,98.5,93.2,100.9,101.5,100.9,94.5,98.7,71.4,93.3,98.7
5,2012,8,7.1,101.5,343.5,12.43919874,99.1,88.2,98.3,92.8,98.5,93.2,100.9,101.5,100.9,94.5,98.7,71.4,93.3,98.7
6,2012,8,7.1,101.5,383,12.2627562,99.1,88.2,98.3,92.8,98.5,93.2,100.9,101.5,100.9,94.5,98.7,71.4,93.3,98.7
7,2012,8,7.1,101.5,424.2,18.96757255,99.1,88.2,98.3,92.8,98.5,93.2,100.9,101.5,100.9,94.5,98.7,71.4,93.3,98.7
8,2012,8,7.1,101.5,505.6,18.87935128,99.1,88.2,98.3,92.8,98.5,93.2,100.9,101.5,100.9,94.5,98.7,71.4,93.3,98.7
9,2012,8,7.1,101.5,558.5,27.61325679,99.1,88.2,98.3,92.8,98.5,93.2,100.9,101.5,100.9,94.5,98.7,71.4,93.3,98.7
10,2012,8,7.1,101.5,823.1,42.61087229,99.1,88.2,98.3,92.8,98.5,93.2,100.9,101.5,100.9,94.5,98.7,71.4,93.3,98.7
1,2013,8,7.1,100.6,159,3.57194409,102.9,93.7,99.2,96.6,99.1,95.5,101.9,100.6,101.9,97.4,99.7,83.6,95.8,99.7
2,2013,8,7.1,100.6,189.1,3.397702915,102.9,93.7,99.2,96.6,99.1,95.5,101.9,100.6,101.9,97.4,99.7,83.6,95.8,99.7
3,2013,8,7.1,100.6,257.1,6.272682303,102.9,93.7,99.2,96.6,99.1,95.5,101.9,100.6,101.9,97.4,99.7,83.6,95.8,99.7
4,2013,8,7.1,100.6,309,9.496144044,102.9,93.7,99.2,96.6,99.1,95.5,101.9,100.6,101.9,97.4,99.7,83.6,95.8,99.7
5,2013,8,7.1,100.6,355.8,13.41657048,102.9,93.7,99.2,96.6,99.1,95.5,101.9,100.6,101.9,97.4,99.7,83.6,95.8,99.7
6,2013,8,7.1,100.6,413.4,22.65135277,102.9,93.7,99.2,96.6,99.1,95.5,101.9,100.6,101.9,97.4,99.7,83.6,95.8,99.7
7,2013,8,7.1,100.6,453.8,19.25364985,102.9,93.7,99.2,96.6,99.1,95.5,101.9,100.6,101.9,97.4,99.7,83.6,95.8,99.7
8,2013,8,7.1,100.6,512.3,23.52255864,102.9,93.7,99.2,96.6,99.1,95.5,101.9,100.6,101.9,97.4,99.7,83.6,95.8,99.7
9,2013,8,7.1,100.6,592.9,37.20049089,102.9,93.7,99.2,96.6,99.1,95.5,101.9,100.6,101.9,97.4,99.7,83.6,95.8,99.7
10,2013,8,7.1,100.6,818.6,45.12846436,102.9,93.7,99.2,96.6,99.1,95.5,101.9,100.6,101.9,97.4,99.7,83.6,95.8,99.7
1,2014,8,7.1,100.9,154.1,3.687883612,102.7,97.9,99.7,99.5,100,98.1,102.2,100.9,102.2,98.6,100.6,92.2,98.1,99.7
2,2014,8,7.1,100.9,201.8,7.032708284,102.7,97.9,99.7,99.5,100,98.1,102.2,100.9,102.2,98.6,100.6,92.2,98.1,99.7
3,2014,8,7.1,100.9,261.2,8.404944047,102.7,97.9,99.7,99.5,100,98.1,102.2,100.9,102.2,98.6,100.6,92.2,98.1,99.7
4,2014,8,7.1,100.9,296.8,10.63482716,102.7,97.9,99.7,99.5,100,98.1,102.2,100.9,102.2,98.6,100.6,92.2,98.1,99.7
5,2014,8,7.1,100.9,362.3,14.06541657,102.7,97.9,99.7,99.5,100,98.1,102.2,100.9,102.2,98.6,100.6,92.2,98.1,99.7
6,2014,8,7.1,100.9,409.4,19.12553595,102.7,97.9,99.7,99.5,100,98.1,102.2,100.9,102.2,98.6,100.6,92.2,98.1,99.7
7,2014,8,7.1,100.9,473.7,21.35541906,102.7,97.9,99.7,99.5,100,98.1,102.2,100.9,102.2,98.6,100.6,92.2,98.1,99.7
8,2014,8,7.1,100.9,523.3,31.47565781,102.7,97.9,99.7,99.5,100,98.1,102.2,100.9,102.2,98.6,100.6,92.2,98.1,99.7
9,2014,8,7.1,100.9,612.6,43.31119127,102.7,97.9,99.7,99.5,100,98.1,102.2,100.9,102.2,98.6,100.6,92.2,98.1,99.7
10,2014,8,7.1,100.9,867.6,53.25990054,102.7,97.9,99.7,99.5,100,98.1,102.2,100.9,102.2,98.6,100.6,92.2,98.1,99.7
1,2015,8,7.1,100,153.5,3.179163062,100,100,100,100,100,100,100,100,100,100,100,100,100,100
2,2015,8,7.1,100,202.7,4.639859604,100,100,100,100,100,100,100,100,100,100,100,100,100,100
3,2015,8,7.1,100,257.5,9.107872556,100,100,100,100,100,100,100,100,100,100,100,100,100,100
4,2015,8,7.1,100,297.4,10.74041575,100,100,100,100,100,100,100,100,100,100,100,100,100,100
5,2015,8,7.1,100,361.7,10.99818573,100,100,100,100,100,100,100,100,100,100,100,100,100,100
6,2015,8,7.1,100,407.6,20.79344489,100,100,100,100,100,100,100,100,100,100,100,100,100,100
7,2015,8,7.1,100,466.9,22.16821811,100,100,100,100,100,100,100,100,100,100,100,100,100,100
8,2015,8,7.1,100,514.6,32.82271053,100,100,100,100,100,100,100,100,100,100,100,100,100,100
9,2015,8,7.1,100,594.7,40.64173319,100,100,100,100,100,100,100,100,100,100,100,100,100,100
10,2015,8,7.1,100,869.6,50.69476234,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,2016,8,7.1,98.5,140.5,2.055014292,97.6,101.4,100.2,100.2,99.9,102.1,100.5,98.5,100.5,102.7,100.4,104.7,102.4,101.1
2,2016,8,7.1,98.5,205.4,8.476933953,97.6,101.4,100.2,100.2,99.9,102.1,100.5,98.5,100.5,102.7,100.4,104.7,102.4,101.1
3,2016,8,7.1,98.5,242.7,6.935673235,97.6,101.4,100.2,100.2,99.9,102.1,100.5,98.5,100.5,102.7,100.4,104.7,102.4,101.1
4,2016,8,7.1,98.5,292.2,12.15883456,97.6,101.4,100.2,100.2,99.9,102.1,100.5,98.5,100.5,102.7,100.4,104.7,102.4,101.1
5,2016,8,7.1,98.5,354.6,16.52573993,97.6,101.4,100.2,100.2,99.9,102.1,100.5,98.5,100.5,102.7,100.4,104.7,102.4,101.1
6,2016,8,7.1,98.5,420.5,22.00577804,97.6,101.4,100.2,100.2,99.9,102.1,100.5,98.5,100.5,102.7,100.4,104.7,102.4,101.1
7,2016,8,7.1,98.5,454.3,25.51642745,97.6,101.4,100.2,100.2,99.9,102.1,100.5,98.5,100.5,102.7,100.4,104.7,102.4,101.1
8,2016,8,7.1,98.5,493.8,30.99646556,97.6,101.4,100.2,100.2,99.9,102.1,100.5,98.5,100.5,102.7,100.4,104.7,102.4,101.1
9,2016,8,7.1,98.5,587.6,36.1340013,97.6,101.4,100.2,100.2,99.9,102.1,100.5,98.5,100.5,102.7,100.4,104.7,102.4,101.1
10,2016,8,7.1,98.5,813.5,51.80348527,97.6,101.4,100.2,100.2,99.9,102.1,100.5,98.5,100.5,102.7,100.4,104.7,102.4,101.1
1,2017,8,7.1,99.9,159.8,6.054520908,99.8,105.9,102.6,102,102.5,104.8,105.1,99.9,105.1,104.5,102.4,108.7,105.6,102.5
2,2017,8,7.1,99.9,208.3,7.547416475,99.8,105.9,102.6,102,102.5,104.8,105.1,99.9,105.1,104.5,102.4,108.7,105.6,102.5
3,2017,8,7.1,99.9,261.3,10.11851439,99.8,105.9,102.6,102,102.5,104.8,105.1,99.9,105.1,104.5,102.4,108.7,105.6,102.5
4,2017,8,7.1,99.9,327.7,16.00715802,99.8,105.9,102.6,102,102.5,104.8,105.1,99.9,105.1,104.5,102.4,108.7,105.6,102.5
5,2017,8,7.1,99.9,387.3,18.41237865,99.8,105.9,102.6,102,102.5,104.8,105.1,99.9,105.1,104.5,102.4,108.7,105.6,102.5
6,2017,8,7.1,99.9,420.4,27.28681341,99.8,105.9,102.6,102,102.5,104.8,105.1,99.9,105.1,104.5,102.4,108.7,105.6,102.5
7,2017,8,7.1,99.9,461.1,28.69677034,99.8,105.9,102.6,102,102.5,104.8,105.1,99.9,105.1,104.5,102.4,108.7,105.6,102.5
8,2017,8,7.1,99.9,524.3,40.3081803,99.8,105.9,102.6,102,102.5,104.8,105.1,99.9,105.1,104.5,102.4,108.7,105.6,102.5
9,2017,8,7.1,99.9,604.4,34.17072075,99.8,105.9,102.6,102,102.5,104.8,105.1,99.9,105.1,104.5,102.4,108.7,105.6,102.5
10,2017,8,7.1,99.9,810.9,53.7442404,99.8,105.9,102.6,102,102.5,104.8,105.1,99.9,105.1,104.5,102.4,108.7,105.6,102.5
1,2018,8,7.1,103.2,158,2.446362324,101.8,110.6,103.5,104.4,104.2,107.4,109.8,103.2,109.8,105.6,105.4,111.8,108.4,102.4
2,2018,8,7.1,103.2,202.4,5.366214129,101.8,110.6,103.5,104.4,104.2,107.4,109.8,103.2,109.8,105.6,105.4,111.8,108.4,102.4
3,2018,8,7.1,103.2,274.2,8.838470331,101.8,110.6,103.5,104.4,104.2,107.4,109.8,103.2,109.8,105.6,105.4,111.8,108.4,102.4
4,2018,8,7.1,103.2,315.6,16.88779153,101.8,110.6,103.5,104.4,104.2,107.4,109.8,103.2,109.8,105.6,105.4,111.8,108.4,102.4
5,2018,8,7.1,103.2,364.7,17.20345118,101.8,110.6,103.5,104.4,104.2,107.4,109.8,103.2,109.8,105.6,105.4,111.8,108.4,102.4
6,2018,8,7.1,103.2,423.3,18.22934506,101.8,110.6,103.5,104.4,104.2,107.4,109.8,103.2,109.8,105.6,105.4,111.8,108.4,102.4
7,2018,8,7.1,103.2,472.1,25.33168729,101.8,110.6,103.5,104.4,104.2,107.4,109.8,103.2,109.8,105.6,105.4,111.8,108.4,102.4
8,2018,8,7.1,103.2,531.8,33.06534883,101.8,110.6,103.5,104.4,104.2,107.4,109.8,103.2,109.8,105.6,105.4,111.8,108.4,102.4
9,2018,8,7.1,103.2,606,28.40936892,101.8,110.6,103.5,104.4,104.2,107.4,109.8,103.2,109.8,105.6,105.4,111.8,108.4,102.4
10,2018,8,7.1,103.2,886.3,64.47348447,101.8,110.6,103.5,104.4,104.2,107.4,109.8,103.2,109.8,105.6,105.4,111.8,108.4,102.4
1,2019,8,7.1,104.6,180.1,5.413563829,103.2,114.4,102.5,106.2,105.1,110.1,112,104.6,112,109.7,107.5,115.2,111.3,103.7
2,2019,8,7.1,104.6,222.5,5.947295473,103.2,114.4,102.5,106.2,105.1,110.1,112,104.6,112,109.7,107.5,115.2,111.3,103.7
3,2019,8,7.1,104.6,275.8,8.844695833,103.2,114.4,102.5,106.2,105.1,110.1,112,104.6,112,109.7,107.5,115.2,111.3,103.7
4,2019,8,7.1,104.6,329.9,14.02951753,103.2,114.4,102.5,106.2,105.1,110.1,112,104.6,112,109.7,107.5,115.2,111.3,103.7
5,2019,8,7.1,104.6,402.8,19.13809185,103.2,114.4,102.5,106.2,105.1,110.1,112,104.6,112,109.7,107.5,115.2,111.3,103.7
6,2019,8,7.1,104.6,448.4,24.62790305,103.2,114.4,102.5,106.2,105.1,110.1,112,104.6,112,109.7,107.5,115.2,111.3,103.7
7,2019,8,7.1,104.6,490.7,30.49895115,103.2,114.4,102.5,106.2,105.1,110.1,112,104.6,112,109.7,107.5,115.2,111.3,103.7
8,2019,8,7.1,104.6,569.6,33.54884626,103.2,114.4,102.5,106.2,105.1,110.1,112,104.6,112,109.7,107.5,115.2,111.3,103.7
9,2019,8,7.1,104.6,667.6,28.97400359,103.2,114.4,102.5,106.2,105.1,110.1,112,104.6,112,109.7,107.5,115.2,111.3,103.7
10,2019,8,7.1,104.6,877.1,48.18834281,103.2,114.4,102.5,106.2,105.1,110.1,112,104.6,112,109.7,107.5,115.2,111.3,103.7
1,2008,9,7_other,83.7,140.1,0,83.5,69.5,104.4,80.1,86,82.8,83.7,95.9,83.7,82.5,95.4,55.1,82.3,90
2,2008,9,7_other,83.7,180.5,0,83.5,69.5,104.4,80.1,86,82.8,83.7,95.9,83.7,82.5,95.4,55.1,82.3,90
3,2008,9,7_other,83.7,224.5,0,83.5,69.5,104.4,80.1,86,82.8,83.7,95.9,83.7,82.5,95.4,55.1,82.3,90
4,2008,9,7_other,83.7,278,0,83.5,69.5,104.4,80.1,86,82.8,83.7,95.9,83.7,82.5,95.4,55.1,82.3,90
5,2008,9,7_other,83.7,333.8,0,83.5,69.5,104.4,80.1,86,82.8,83.7,95.9,83.7,82.5,95.4,55.1,82.3,90
6,2008,9,7_other,83.7,385,0,83.5,69.5,104.4,80.1,86,82.8,83.7,95.9,83.7,82.5,95.4,55.1,82.3,90
7,2008,9,7_other,83.7,432.2,0,83.5,69.5,104.4,80.1,86,82.8,83.7,95.9,83.7,82.5,95.4,55.1,82.3,90
8,2008,9,7_other,83.7,501.9,0,83.5,69.5,104.4,80.1,86,82.8,83.7,95.9,83.7,82.5,95.4,55.1,82.3,90
9,2008,9,7_other,83.7,563.7,0,83.5,69.5,104.4,80.1,86,82.8,83.7,95.9,83.7,82.5,95.4,55.1,82.3,90
10,2008,9,7_other,83.7,824.3,0,83.5,69.5,104.4,80.1,86,82.8,83.7,95.9,83.7,82.5,95.4,55.1,82.3,90
1,2009,9,7_other,84.4,143.9,0,88.1,72.5,96.3,83.5,88.7,85.1,84.4,97.2,84.4,83.3,96.6,59.3,84.2,92
2,2009,9,7_other,84.4,187.7,0,88.1,72.5,96.3,83.5,88.7,85.1,84.4,97.2,84.4,83.3,96.6,59.3,84.2,92
3,2009,9,7_other,84.4,243.9,0,88.1,72.5,96.3,83.5,88.7,85.1,84.4,97.2,84.4,83.3,96.6,59.3,84.2,92
4,2009,9,7_other,84.4,284.4,0,88.1,72.5,96.3,83.5,88.7,85.1,84.4,97.2,84.4,83.3,96.6,59.3,84.2,92
5,2009,9,7_other,84.4,327.5,0,88.1,72.5,96.3,83.5,88.7,85.1,84.4,97.2,84.4,83.3,96.6,59.3,84.2,92
6,2009,9,7_other,84.4,361.4,0,88.1,72.5,96.3,83.5,88.7,85.1,84.4,97.2,84.4,83.3,96.6,59.3,84.2,92
7,2009,9,7_other,84.4,414.3,0,88.1,72.5,96.3,83.5,88.7,85.1,84.4,97.2,84.4,83.3,96.6,59.3,84.2,92
8,2009,9,7_other,84.4,473.1,0,88.1,72.5,96.3,83.5,88.7,85.1,84.4,97.2,84.4,83.3,96.6,59.3,84.2,92
9,2009,9,7_other,84.4,539.3,0,88.1,72.5,96.3,83.5,88.7,85.1,84.4,97.2,84.4,83.3,96.6,59.3,84.2,92
10,2009,9,7_other,84.4,785.2,0,88.1,72.5,96.3,83.5,88.7,85.1,84.4,97.2,84.4,83.3,96.6,59.3,84.2,92
1,2010,9,7_other,91.5,161.3,11.15295328,91.1,76.5,95.3,83.8,91.4,87.6,91.5,101.4,91.5,87.4,98.4,62.4,86.6,94.1
2,2010,9,7_other,91.5,189.4,14.60505787,91.1,76.5,95.3,83.8,91.4,87.6,91.5,101.4,91.5,87.4,98.4,62.4,86.6,94.1
3,2010,9,7_other,91.5,234.4,20.35856551,91.1,76.5,95.3,83.8,91.4,87.6,91.5,101.4,91.5,87.4,98.4,62.4,86.6,94.1
4,2010,9,7_other,91.5,293.5,26.82019718,91.1,76.5,95.3,83.8,91.4,87.6,91.5,101.4,91.5,87.4,98.4,62.4,86.6,94.1
5,2010,9,7_other,91.5,337.7,31.9540963,91.1,76.5,95.3,83.8,91.4,87.6,91.5,101.4,91.5,87.4,98.4,62.4,86.6,94.1
6,2010,9,7_other,91.5,380.9,37.88463496,91.1,76.5,95.3,83.8,91.4,87.6,91.5,101.4,91.5,87.4,98.4,62.4,86.6,94.1
7,2010,9,7_other,91.5,438.4,45.14290614,91.1,76.5,95.3,83.8,91.4,87.6,91.5,101.4,91.5,87.4,98.4,62.4,86.6,94.1
8,2010,9,7_other,91.5,483.6,54.43703387,91.1,76.5,95.3,83.8,91.4,87.6,91.5,101.4,91.5,87.4,98.4,62.4,86.6,94.1
9,2010,9,7_other,91.5,582.8,67.7143592,91.1,76.5,95.3,83.8,91.4,87.6,91.5,101.4,91.5,87.4,98.4,62.4,86.6,94.1
10,2010,9,7_other,91.5,831.5,91.61354484,91.1,76.5,95.3,83.8,91.4,87.6,91.5,101.4,91.5,87.4,98.4,62.4,86.6,94.1
1,2011,9,7_other,98.6,152.5,8.123602853,96,83.2,97.5,88.4,95.7,90.5,98.6,102.2,98.6,90.9,98.5,65.7,90.5,96.5
2,2011,9,7_other,98.6,189,11.82346158,96,83.2,97.5,88.4,95.7,90.5,98.6,102.2,98.6,90.9,98.5,65.7,90.5,96.5
3,2011,9,7_other,98.6,247,18.41886192,96,83.2,97.5,88.4,95.7,90.5,98.6,102.2,98.6,90.9,98.5,65.7,90.5,96.5
4,2011,9,7_other,98.6,299.2,24.53167198,96,83.2,97.5,88.4,95.7,90.5,98.6,102.2,98.6,90.9,98.5,65.7,90.5,96.5
5,2011,9,7_other,98.6,343.8,29.43800638,96,83.2,97.5,88.4,95.7,90.5,98.6,102.2,98.6,90.9,98.5,65.7,90.5,96.5
6,2011,9,7_other,98.6,389,37.15945068,96,83.2,97.5,88.4,95.7,90.5,98.6,102.2,98.6,90.9,98.5,65.7,90.5,96.5
7,2011,9,7_other,98.6,434,44.80046326,96,83.2,97.5,88.4,95.7,90.5,98.6,102.2,98.6,90.9,98.5,65.7,90.5,96.5
8,2011,9,7_other,98.6,492.2,53.08492953,96,83.2,97.5,88.4,95.7,90.5,98.6,102.2,98.6,90.9,98.5,65.7,90.5,96.5
9,2011,9,7_other,98.6,586.5,63.62148374,96,83.2,97.5,88.4,95.7,90.5,98.6,102.2,98.6,90.9,98.5,65.7,90.5,96.5
10,2011,9,7_other,98.6,789.2,84.29243357,96,83.2,97.5,88.4,95.7,90.5,98.6,102.2,98.6,90.9,98.5,65.7,90.5,96.5
1,2012,9,7_other,100.9,161.6,9.37217504,99.1,88.2,98.3,92.8,98.5,93.2,100.9,101.5,100.9,94.5,98.7,71.4,93.3,98.7
2,2012,9,7_other,100.9,187.1,11.38603084,99.1,88.2,98.3,92.8,98.5,93.2,100.9,101.5,100.9,94.5,98.7,71.4,93.3,98.7
3,2012,9,7_other,100.9,241.6,18.35707012,99.1,88.2,98.3,92.8,98.5,93.2,100.9,101.5,100.9,94.5,98.7,71.4,93.3,98.7
4,2012,9,7_other,100.9,299.2,25.87030135,99.1,88.2,98.3,92.8,98.5,93.2,100.9,101.5,100.9,94.5,98.7,71.4,93.3,98.7
5,2012,9,7_other,100.9,343.5,29.82055695,99.1,88.2,98.3,92.8,98.5,93.2,100.9,101.5,100.9,94.5,98.7,71.4,93.3,98.7
6,2012,9,7_other,100.9,383,36.71414024,99.1,88.2,98.3,92.8,98.5,93.2,100.9,101.5,100.9,94.5,98.7,71.4,93.3,98.7
7,2012,9,7_other,100.9,424.2,41.36149977,99.1,88.2,98.3,92.8,98.5,93.2,100.9,101.5,100.9,94.5,98.7,71.4,93.3,98.7
8,2012,9,7_other,100.9,505.6,49.8042029,99.1,88.2,98.3,92.8,98.5,93.2,100.9,101.5,100.9,94.5,98.7,71.4,93.3,98.7
9,2012,9,7_other,100.9,558.5,58.86655397,99.1,88.2,98.3,92.8,98.5,93.2,100.9,101.5,100.9,94.5,98.7,71.4,93.3,98.7
10,2012,9,7_other,100.9,823.1,81.87098362,99.1,88.2,98.3,92.8,98.5,93.2,100.9,101.5,100.9,94.5,98.7,71.4,93.3,98.7
1,2013,9,7_other,101.9,159,8.707819788,102.9,93.7,99.2,96.6,99.1,95.5,101.9,100.6,101.9,97.4,99.7,83.6,95.8,99.7
2,2013,9,7_other,101.9,189.1,11.56038144,102.9,93.7,99.2,96.6,99.1,95.5,101.9,100.6,101.9,97.4,99.7,83.6,95.8,99.7
3,2013,9,7_other,101.9,257.1,19.66766193,102.9,93.7,99.2,96.6,99.1,95.5,101.9,100.6,101.9,97.4,99.7,83.6,95.8,99.7
4,2013,9,7_other,101.9,309,22.97062806,102.9,93.7,99.2,96.6,99.1,95.5,101.9,100.6,101.9,97.4,99.7,83.6,95.8,99.7
5,2013,9,7_other,101.9,355.8,31.00284113,102.9,93.7,99.2,96.6,99.1,95.5,101.9,100.6,101.9,97.4,99.7,83.6,95.8,99.7
6,2013,9,7_other,101.9,413.4,38.28438009,102.9,93.7,99.2,96.6,99.1,95.5,101.9,100.6,101.9,97.4,99.7,83.6,95.8,99.7
7,2013,9,7_other,101.9,453.8,41.13694174,102.9,93.7,99.2,96.6,99.1,95.5,101.9,100.6,101.9,97.4,99.7,83.6,95.8,99.7
8,2013,9,7_other,101.9,512.3,51.57131201,102.9,93.7,99.2,96.6,99.1,95.5,101.9,100.6,101.9,97.4,99.7,83.6,95.8,99.7
9,2013,9,7_other,101.9,592.9,61.85554744,102.9,93.7,99.2,96.6,99.1,95.5,101.9,100.6,101.9,97.4,99.7,83.6,95.8,99.7
10,2013,9,7_other,101.9,818.6,83.55002948,102.9,93.7,99.2,96.6,99.1,95.5,101.9,100.6,101.9,97.4,99.7,83.6,95.8,99.7
1,2014,9,7_other,102.2,154.1,9.016037361,102.7,97.9,99.7,99.5,100,98.1,102.2,100.9,102.2,98.6,100.6,92.2,98.1,99.7
2,2014,9,7_other,102.2,201.8,11.15919379,102.7,97.9,99.7,99.5,100,98.1,102.2,100.9,102.2,98.6,100.6,92.2,98.1,99.7
3,2014,9,7_other,102.2,261.2,19.65791753,102.7,97.9,99.7,99.5,100,98.1,102.2,100.9,102.2,98.6,100.6,92.2,98.1,99.7
4,2014,9,7_other,102.2,296.8,25.2744654,102.7,97.9,99.7,99.5,100,98.1,102.2,100.9,102.2,98.6,100.6,92.2,98.1,99.7
5,2014,9,7_other,102.2,362.3,32.81246385,102.7,97.9,99.7,99.5,100,98.1,102.2,100.9,102.2,98.6,100.6,92.2,98.1,99.7
6,2014,9,7_other,102.2,409.4,34.58611054,102.7,97.9,99.7,99.5,100,98.1,102.2,100.9,102.2,98.6,100.6,92.2,98.1,99.7
7,2014,9,7_other,102.2,473.7,45.81920628,102.7,97.9,99.7,99.5,100,98.1,102.2,100.9,102.2,98.6,100.6,92.2,98.1,99.7
8,2014,9,7_other,102.2,523.3,50.84453858,102.7,97.9,99.7,99.5,100,98.1,102.2,100.9,102.2,98.6,100.6,92.2,98.1,99.7
